N	id	H	soln
90	06	-1278	110100110001000110110000101101111111100001001011000100100100101100100010010110111110001010
90	07	-1262	100100110111000110000111100011001000101001110010111110110001110010101100011011010101000010
90	08	-1230	000110010010110101110110010001010000100001101110000101101011100011111000001101011110110110
90	09	-1226	001110100110001011110000100011000111111011011100010111100001110100001111100110001010111110
100	00	-1468	0010110000101111100111001111100111100110111111011111100111000011001110011100111000001011000000110110
100	01	-1480	1110000101001001011011001010111111100100010100011100110001100100001000101000111010011111111010101000
100	02	-1536	0010011011110000011111001010000001000000011101000100100111110011100000101000101101000001101111101000
100	03	-1476	1011010000010100101100010111010001100110101001100111000001101010000001011000011111011111111000110110
100	04	-1504	0011010100111111110000111001001001011110110110000110111110011010101010101000110110010110101011010000
100	05	-1496	1111101101010111111101010111101010001101111111111100010010001011010010110101101111011011001000011000
100	06	-1484	0000001011010110111100011010010010111111000000001110011110000000000010010000000100111010110111010000
100	07	-1468	1010001011000100000111001101001100010100111010011011000000111000101000111001100100111001101101100110
100	08	-1488	0110110111011111001101001001010000110011101001001011000000001100011010011000000010100001001001001010
100	09	-1488	1000110101011100100100110101110000011101000111001101011100100111111001100000110011000101100110001110
110	00	-1658	00101100100111110100001001111111100111110111000111101111001101100010011010010011010011101001100111110001000000
110	01	-1650	00000000100100001111111110010111110000101100000001110010111001101010011001111000111111000101000100100000001110
110	02	-1762	11100111100111101110100010011010000101011111110101001010000111100011010011010001110001001000000100111110000100
110	03	-1626	10110101100001101010101110011101000000111100111110100000000111000100011101101010001101100111110000011101001010
110	04	-1682	01111000001011101100111100010100111110100100001000011001010111110101001010101011010001101001011011110100010100
110	05	-1678	00001111000011010101010011100011011110011010010011010011011101101100001000101110011110010100101011110010000100
110	06	-1698	01011110110010101001000100101100010010110101001101111110000111010101001000110100010111101011010011001110010000
110	07	-1734	00001000000100100000001110000110010000110000101100011100000001110010011100110001110010101011101100111110001110
110	08	-1674	01110100001110110111010001011101100100001111000101100101000111010000011001010011111010010000011111000000101000
110	09	-1682	11000100101011101100100000110010111111010110111001101110001101101100101110001011110111100110111011100111111100
120	00	-1912	100110110101000011010011111011111101100001001000011001100001111101001001101011100010001100001000010111110110100010010010
120	01	-1900	000001100110000011111100101001011010011001101111001101100010000011011100001011101110000001111110001000001100001011000110
120	02	-2008	100101100101001001011011000000000000010001001000001111000010010100010011100000010111011011011000111010110000010001001100
120	03	-1920	001110010001010110111010101110011101110101101100101011100101000010010010010100011001000010000110101100100000100111111100
120	04	-1924	111110101110111111110111100111100011000011110111000111010110101111110010010000010011001000111001110110000001111011001010
120	05	-1948	100111001110100001111011111101011011111010011001100111111100111111010100001101000011001101000111111010001100011100001000
120	06	-1904	101100001000010010110001010010110101001001111101001100111101110011100101110100001000101100100000110000010110000010011010
120	07	-1852	111101010010100001000111001011011110101101100111000110000101010000100101100110010001110100111001010110100110010000110000
120	08	-1928	110010110111110100000100010101101001100010001011000111010100010110110110011110101111110010001101010100011000110011011010
120	09	-1872	010010001000110111111000101010000010110010010101010000011000111010110101111011000100011100110000101110001110001010001100
130	00	-2142	1001010101000010111111111010011011110110100100111000011111010101011010010111001001000110100010010000100101000001000000000101110000
130	01	-2202	1010101001110000000110000111011000110110111100000011010000000000000010110100111100010001111101000100111101010010000010010101101110
130	02	-2158	0000010000011000001100010101011000110000101000001101111010101101111100010111010101011010111010010110011110110011011100001110100100
130	03	-2122	1110010101001101000100000000010001110011110100100010011011000110001001000110010111000110010100110110011010011011101001011110000110
130	04	-2122	0101110011110011000010101110011010000001101100111110111011100101100010000110100101000001000010100001010000011101101101101000011000
130	05	-2190	0100111010110110000000010101001010101010010110110011111101100010001111010101100101101011101110100001001111110001110010000000011000
130	06	-2118	1010111001101001010001101111110100101101010010011001000001010000011010101000011011001110111100000000111010010001100000110011001100
130	07	-2230	1010010010100100111101111011100001110000100001100111010011010010101101000010000001111101011000001111011001110001001000111011001100
130	08	-2130	0100011001011001000001010011011110001100011011001110001001011111001110001011000001011011001011001101010101000001110000111110110010
130	09	-2142	0111000100111100101010000011010000111000000111011110110101010000100110101100000100111111010011101000111001000110101101000001000100
140	00	-2476	10011001101111000001101000001011010010001111100011100011011011000110101111000111010010010001010001100011110001111111000000111010101011100110
140	01	-2452	01101100000110110010100010100111100101111110101000001010110110110001111110001001101010100011000101110111001100011011100011100101001010010100
140	02	-2360	11010101010100010110100001111011100001111000100011010100010011110101111011110110001111111000110100001111000001011000010010101110010001101100
140	03	-2460	01100010100001001011000101101010100011100001001000110000001101011110001110100011000010010010010110010101001010001100011100010111011000111010
140	04	-2456	00010111111001111011110101010001000111100100100100100110110000001111111010100010101100110010100000001111001001001101001011000000011010111100
140	05	-2424	01110000000011001110011010011111000110000110110010001111100000011011011000001111010101100101001100101110101000110001010111111011100101011000
140	06	-2408	10100100100011100110110101001110110111111000000010011010110110001110010000111001100101011000110101110011010001011010111010001001001100110110
140	07	-2356	11010011001010111110111110101011000000100111110010011000001110111110110110100100010111011011001100111001000111000100011111011100100000110110
140	08	-2488	11111001010110010011111000001001100011101111111101010110011011001001100110101000010100010011111011101010001100110100011111100111101111110000
140	09	-2392	11100111110011110010010000111100010101000110111010000110100110111101111010110011110110110110101100000110000000111100111100111101000101011000
150	00	-2702	011111101001011111001100001001111100100101010001110111001100100111011100111110001110111101001101001101010101001110111010001100010100010110101100001010
150	01	-2854	011001101010110000011010110111100000010001000010101010100111001110101110010000000110101011100000011000111110111011000110111111101110001111110010111000
150	02	-2678	110001000111001010100111101100011010110100100101101100010010100101110111101110000001000110111000100100101000110011100010100111101101110011010111101110
150	03	-2618	100000010011101110101010011001111100101000001001100110110000000100001010101000110011011110000000100010001000010101001001010110111101100010001001001110
150	04	-2634	000000011000000000101100101010110011010100111010011111010001011100000101011110000010010001010101111101001101111100000011110111011111011110010001010010
150	05	-2662	001001101001110100001011100000111001111101011110101010011111110110111101011100000001010011011011001111000111111110110010101111010001100010001011001100
150	06	-2794	100000011010100010111110001011101001111010011100010000010101110001011101010110010000001000101010111101100101100100011000110100010110011110010101001000
150	07	-2698	110011110110111011100111100111110110110010111011000010001111111111000100111100111001101000110111011100011111100100111010110010010110100001101011110000
150	08	-2718	011011000110111001101001000011000001100000010101101011101010011110001110001101010110001110101111001111010000110010001001010001100001110011001010100110
150	09	-2658	001101111101111011100110110001001110111011110101000010111000001111101110000001010111100100101110001011111101101111000111000101001100011010111011111110
